,alg,env_name,qoe_included,obj_included,cost_weight,qoe_weight,latency_weight,gini_weight,qoe_simulation_mode,qoe_accuracy,train_avg_qoe,train_gini,train_avg_total_latency,train_avg_deployment_cost,train_ep_accepted_requests,test_avg_qoe,test_gini,test_avg_total_latency,test_avg_deployment_cost,test_ep_accepted_requests
0,mask_ppo,nne,True,False,0.5,0.0,0.0,0.5,Simulation,1.0,6.555839561534628,0.2436322869955157,37.492800199302444,15.536885899352269,99.3368211260588,6.703199999999999,0.2489,37.3088,12.3029,99.52
1,mask_ppo,nne,True,True,1.0,0.0,0.0,0.0,Simulation,0.9,6.399496761335326,0.4212954658694569,51.17135525660189,11.009427005480816,99.29297458893872,6.0541,0.5065000000000001,56.56079999999999,8.745,99.44
2,mask_ppo,nne,True,False,0.0,0.0,0.5,0.5,Real,0.0,6.4354559043348285,0.1679422022919781,34.34201295465869,19.0061783756851,99.41654210264076,6.606599999999999,0.19639999999999996,35.110899999999994,17.288499999999996,99.52
3,mask_ppo,nne,True,True,0.0,1.0,0.0,0.0,Simulation,0.9,7.1786347782760345,0.31546586945690086,43.34584454409567,18.304294967613355,99.26557050323866,8.8009,0.5310000000000001,61.74079999999999,14.658199999999999,99.54
4,mask_ppo,nne,True,False,0.25,0.25,0.25,0.25,Simulation,1.0,6.481160936721474,0.23028898854010965,36.78017438963627,17.093109118086694,99.44643746885899,6.684200000000001,0.308,39.8379,13.8954,99.54
5,mask_ppo,nne,True,False,0.5,0.0,0.5,0.0,Simulation,1.0,6.546831091180866,0.292914798206278,40.36249128051818,14.60122072745391,99.34728450423518,6.7758,0.27490000000000003,37.757999999999996,11.290100000000002,99.51
6,mask_ppo,nne,True,False,0.5,0.5,0.0,0.0,Simulation,0.9,6.62849028400598,0.42783258594917783,53.537374190333836,13.924728450423517,99.44195316392626,6.658700000000001,0.5646,66.8101,8.926,99.54
7,mask_ppo,nne,True,False,1.0,0.0,0.0,0.0,Simulation,0.9,6.544688589935226,0.3744494270054808,46.77925261584454,11.393537618335825,99.27802690582959,6.5534,0.5229,60.0353,7.3434,99.48
8,mask_ppo,nne,True,True,0.0,0.0,0.0,1.0,Simulation,0.9,6.497658196312905,0.16415545590433483,34.20277528649726,19.148749377179872,99.33084205281514,6.5257000000000005,0.20029999999999998,35.2463,17.5025,99.54
9,mask_ppo,nne,True,False,0.0,0.5,0.5,0.0,Real,0.0,6.496975585450922,0.2108271051320379,35.917458893871455,19.908485301444944,99.33084205281514,6.3196,0.26499999999999996,37.609899999999996,17.514799999999997,99.53
10,mask_ppo,nne,True,False,0.0,1.0,0.0,0.0,Simulation,0.8,7.203069257598404,0.38900847035376185,49.18488290981564,20.11461385151968,99.20478325859492,7.9879,0.45990000000000003,53.731700000000004,18.4512,99.54
11,mask_ppo,nne,True,False,0.5,0.5,0.0,0.0,Real,0.0,6.614364723467862,0.4013303437967115,50.076238166417546,12.803946188340806,99.47433981066268,6.7409,0.5756,67.17929999999998,7.425799999999999,99.54
12,mask_ppo,nne,True,True,0.0,0.0,1.0,0.0,Simulation,0.9,6.509476831091181,0.17923268560039862,34.7585201793722,19.233228699551567,99.38614848031888,6.644299999999999,0.2605,38.2389,15.8622,99.51
13,mask_ppo,nne,True,False,0.0,0.0,0.0,1.0,Real,0.0,6.462999501743896,0.16249128051818634,34.13870951669158,19.37440956651719,99.23916292974589,6.460899999999999,0.15410000000000001,33.756800000000005,17.4037,99.46
14,mask_ppo,nne,True,False,0.0,0.5,0.0,0.5,Simulation,1.0,6.470767314399601,0.1751420029895366,34.65027902341804,19.6002192326856,99.44693572496263,6.7527,0.19419999999999998,35.2757,19.4446,99.02
15,mask_ppo,nne,True,False,0.5,0.0,0.0,0.5,Real,0.0,6.458485301444943,0.25723467862481314,37.83880916791231,14.935470852017936,99.40059790732437,6.334,0.31870000000000004,39.9078,10.921600000000002,99.51
16,mask_ppo,nne,True,False,0.0,0.0,1.0,0.0,Simulation,0.8,6.501131041355257,0.18491280518186348,34.89949177877429,19.209636273044346,99.29596412556054,6.412600000000001,0.1612,33.8942,17.191499999999998,99.47
17,mask_ppo,nne,True,False,0.0,1.0,0.0,0.0,Real,0.0,6.498290981564524,0.4831988041853513,59.34084205281515,19.063971101145988,99.14499252615845,6.569700000000001,0.5129999999999999,55.59409999999999,16.814499999999995,99.55
18,mask_ppo,nne,True,False,0.0,0.5,0.5,0.0,Simulation,1.0,6.612376681614349,0.23243148978574987,37.2107125062282,18.724195316392628,99.42850024912805,6.8726,0.2546,37.268899999999995,16.2307,99.53
19,mask_ppo,nne,True,False,0.0,0.5,0.5,0.0,Simulation,0.9,6.643313403089189,0.23335326357747885,36.978948679621325,19.43737419033383,99.4932735426009,7.322499999999999,0.29339999999999994,40.2669,17.280399999999997,99.47
20,mask_ppo,nne,True,False,0.0,1.0,0.0,0.0,Simulation,1.0,7.3428500249128055,0.3809516691579472,49.38129546586946,22.17449427005481,99.47234678624814,8.320699999999999,0.44870000000000004,56.781499999999994,20.878899999999994,99.53
21,mask_ppo,nne,True,False,0.0,0.5,0.0,0.5,Simulation,0.9,6.589940209267564,0.175146985550573,34.59679123069258,19.12212755356253,99.46985550572994,6.4848,0.21640000000000004,35.4783,16.535899999999998,99.53
22,mask_ppo,nne,True,False,0.5,0.0,0.0,0.5,Simulation,0.9,6.477010463378177,0.25474838066766314,37.60034379671151,14.704539113104136,99.39860488290982,6.318300000000002,0.3829,46.139,12.080599999999999,99.54
23,mask_ppo,nne,True,False,0.0,0.0,1.0,0.0,Simulation,1.0,6.5037967115097155,0.18048330842052815,34.663477827603394,18.865625311410064,99.20428500249128,6.4473,0.17950000000000008,34.41989999999999,17.0946,99.52
24,mask_ppo,nne,True,False,0.5,0.5,0.0,0.0,Simulation,1.0,6.652296960637767,0.3529696063776781,46.938799202790236,12.932959641255605,99.43697060288989,6.878399999999999,0.5444,63.9268,8.9963,99.54
25,mask_ppo,nne,True,False,0.5,0.5,0.0,0.0,Simulation,0.8,6.709093173891381,0.3788091679123069,47.419516691579474,14.05738913801694,99.33582461385151,6.5966999999999985,0.46490000000000004,53.21090000000001,10.064300000000001,99.55
26,mask_ppo,nne,True,False,0.0,0.0,0.5,0.5,Simulation,1.0,6.458066766317888,0.1812605879422023,34.86782760338815,19.591589436970608,99.3756851021425,6.8969,0.15239999999999998,33.633300000000006,16.909599999999998,99.48
27,mask_ppo,nne,True,False,0.25,0.25,0.25,0.25,Simulation,0.9,6.561041355256602,0.23493273542600898,36.700179372197304,15.859471848530145,99.22670652715496,6.354599999999998,0.30940000000000006,40.4953,12.600999999999999,99.5
28,mask_ppo,nne,True,False,0.0,0.0,1.0,0.0,Real,0.0,6.482282012954659,0.18840059790732436,35.126482311908326,19.12192326856004,99.44643746885899,6.6958,0.1654,34.038599999999995,17.5465,99.43
29,mask_ppo,nne,True,False,0.0,0.5,0.0,0.5,Real,0.0,6.485739910313902,0.18274539113104138,34.858629795715,19.24716990533134,99.39312406576981,6.2922,0.185,34.45250000000001,17.0815,99.54
30,mask_ppo,nne,True,False,1.0,0.0,0.0,0.0,Simulation,0.8,6.52214250124564,0.43919780767314404,55.48442451420029,11.027558545092177,99.24165421026407,6.3023,0.5835000000000001,71.76140000000001,8.9251,99.53
31,mask_ppo,nne,True,False,1.0,0.0,0.0,0.0,Simulation,1.0,6.490896860986547,0.4327653213751868,53.108056801195815,10.849128051818635,99.3582461385152,5.8978,0.4072,47.399300000000004,7.7624,99.55
32,mask_ppo,nne,True,False,0.0,0.0,0.0,1.0,Simulation,0.9,6.512446437468859,0.16621823617339312,34.24813153961136,19.270448430493275,99.25211758844046,6.357,0.21689999999999998,35.682,17.838599999999996,99.52
33,mask_ppo,nne,True,False,0.5,0.0,0.5,0.0,Real,0.0,6.461898355754857,0.26830094668659693,38.6997110114599,14.406626806178375,99.37618335824614,6.578100000000001,0.3146,40.0398,11.778500000000003,99.52
34,mask_ppo,nne,True,False,1.0,0.0,0.0,0.0,Real,0.0,6.495321375186847,0.3761136023916292,47.385530642750375,11.631748878923766,99.33333333333333,6.102900000000001,0.4768,55.2213,8.1568,99.47
35,mask_ppo,nne,True,False,0.25,0.25,0.25,0.25,Real,0.0,6.479297458893872,0.20216741405082211,35.397568510214256,17.046950672645742,99.49377179870453,6.2751,0.18639999999999998,34.3306,15.009799999999998,99.55
36,mask_ppo,nne,True,False,0.0,0.0,0.0,1.0,Simulation,1.0,6.459980069755854,0.16125062282012956,34.1064524165421,19.20380667663179,99.40059790732437,6.3355,0.163,33.9165,17.350499999999997,99.54
37,mask_ppo,nne,True,False,0.0,0.0,0.5,0.5,Simulation,0.9,6.460358744394618,0.1729745889387145,34.44120079720976,19.08405082212257,99.42750373692078,6.632999999999999,0.1709,34.302,17.544500000000003,99.35
38,mask_ppo,nne,True,False,0.0,1.0,0.0,0.0,Simulation,0.9,6.642371699053314,0.3712805181863478,48.42986048829098,19.183881415047335,99.20478325859492,7.335500000000001,0.3802,46.2104,18.614800000000002,99.53
39,mask_ppo,nne,True,False,0.5,0.0,0.5,0.0,Simulation,0.9,6.513423019431987,0.259451918285999,38.20829098156453,14.93509715994021,99.33084205281514,6.6716,0.31059999999999993,40.192099999999996,11.6691,99.54
40,mask_ppo,nne,True,False,0.0,0.0,1.0,0.0,Simulation,0.9,6.481669157947184,0.201938216243149,35.546721474838066,19.01567513702043,99.36372695565521,6.4879999999999995,0.19680000000000003,34.8868,16.6148,99.44
41,mask_ppo,nne,True,False,0.0,0.0,0.5,0.5,Simulation,0.8,6.475146985550572,0.1704235176880917,34.364912805181866,18.861968111609368,99.4813153961136,6.3372,0.1993,34.8547,16.133700000000005,99.53
42,mask_ppo,nne,True,False,0.0,0.0,0.0,1.0,Simulation,0.8,6.478106626806179,0.160039860488291,34.11566517189836,19.06687095166916,99.44892874937717,6.615999999999999,0.1596,33.9658,17.691200000000002,99.49
